"","domain","phylum","class","order","family","genus","species"
"ASV3267","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","unclassified_0319-6G20","unclassified_0319-6G20","unclassified_0319-6G20"
"ASV3268","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","unclassified_Hymenobacter"
"ASV3269","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum","unclassified_Methylobacterium-Methylorubrum"
"ASV3270","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","unclassified_Solirubrobacter"
"ASV3271","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","unclassified_Hymenobacter"
"ASV3272","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium","unclassified_Acidiphilium"
"ASV3273","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Fimbriimonas","unclassified_Fimbriimonas"
"ASV3274","Bacteria","Actinobacteriota","Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria"
"ASV3275","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Luteibacter","unclassified_Luteibacter"
"ASV3276","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","unclassified_Chitinophagaceae","unclassified_Chitinophagaceae"
"ASV3277","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","unclassified_Xanthomonadaceae","unclassified_Xanthomonadaceae"
"ASV3278","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","unclassified_Pedobacter"
"ASV3279","Bacteria","Abditibacteriota","Abditibacteria","Abditibacteriales","Abditibacteriaceae","Abditibacterium","unclassified_Abditibacterium"
"ASV3280","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","unclassified_Sphingomonadaceae","unclassified_Sphingomonadaceae"
"ASV3281","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","unclassified_Frankiales","unclassified_Frankiales","unclassified_Frankiales"
"ASV3282","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","unclassified_Amycolatopsis"
"ASV3283","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","unclassified_Pedobacter"
"ASV3284","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Cryptosporangiaceae","Cryptosporangium","unclassified_Cryptosporangium"
"ASV3285","Bacteria","Proteobacteria","Gammaproteobacteria","unclassified_Gammaproteobacteria","unclassified_Gammaproteobacteria","unclassified_Gammaproteobacteria","unclassified_Gammaproteobacteria"
"ASV3286","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter","unclassified_Segetibacter"
"ASV3287","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter","unclassified_Dyadobacter"
"ASV3288","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","unclassified_Sphingomonadaceae","unclassified_Sphingomonadaceae"
"ASV3289","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Leptothrix","unclassified_Leptothrix"
"ASV3290","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","unclassified_Ilumatobacteraceae","unclassified_Ilumatobacteraceae"
"ASV3291","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","unclassified_Alcaligenaceae","unclassified_Alcaligenaceae"
"ASV3292","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","unclassified_Nocardioidaceae","unclassified_Nocardioidaceae"
"ASV3293","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","1174-901-12","unclassified_1174-901-12"
"ASV3294","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3295","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","unclassified_0319-6G20","unclassified_0319-6G20","unclassified_0319-6G20"
"ASV3296","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","unclassified_Pseudomonadaceae","unclassified_Pseudomonadaceae"
"ASV3297","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","unclassified_Streptococcaceae","unclassified_Streptococcaceae"
"ASV3298","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","unclassified_Parabacteroides"
"ASV3299","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","unclassified_Bacteroides"
"ASV3300","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","unclassified_Alistipes"
"ASV3301","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","unclassified_Parabacteroides"
"ASV3302","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","unclassified_Rhodococcus"
"ASV3303","Bacteria","Firmicutes","Bacilli","unclassified_Bacilli","unclassified_Bacilli","unclassified_Bacilli","unclassified_Bacilli"
"ASV3304","Bacteria","Firmicutes","Clostridia","Oscillospirales","unclassified_Oscillospirales","unclassified_Oscillospirales","unclassified_Oscillospirales"
"ASV3305","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3306","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","unclassified_Devosiaceae","unclassified_Devosiaceae"
"ASV3307","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","unclassified_Actinomyces"
"ASV3308","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Cnuella","unclassified_Cnuella"
"ASV3309","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","unclassified_Beijerinckiaceae","unclassified_Beijerinckiaceae"
"ASV3310","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","unclassified_Mycobacterium"
"ASV3311","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","unclassified_Nocardioides"
"ASV3312","Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","unclassified_Rubrobacter"
"ASV3313","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","unclassified_Solirubrobacter"
"ASV3314","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","unclassified_Solirubrobacter"
"ASV3315","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","unclassified_67-14","unclassified_67-14"
"ASV3316","Bacteria","Firmicutes","Clostridia","Oscillospirales","unclassified_Oscillospirales","unclassified_Oscillospirales","unclassified_Oscillospirales"
"ASV3317","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","unclassified_Geodermatophilaceae","unclassified_Geodermatophilaceae"
"ASV3318","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","unclassified_Deinococcus"
"ASV3319","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3320","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","unclassified_Enterobacteriaceae","unclassified_Enterobacteriaceae"
"ASV3321","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","unclassified_Pseudomonas"
"ASV3322","Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineococcus","unclassified_Kineococcus"
"ASV3323","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","unclassified_Enterobacterales","unclassified_Enterobacterales","unclassified_Enterobacterales"
"ASV3324","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Domibacillus","unclassified_Domibacillus"
"ASV3325","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","unclassified_Sphingomonadaceae","unclassified_Sphingomonadaceae"
"ASV3326","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","unclassified_67-14","unclassified_67-14"
"ASV3327","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","unclassified_Pseudonocardia"
"ASV3328","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","unclassified_Sphingomonas"
"ASV3329","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","unclassified_Psychrobacter"
"ASV3330","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","unclassified_Rhodobacteraceae","unclassified_Rhodobacteraceae"
"ASV3331","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","unclassified_Nocardioides"
"ASV3332","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"ASV3333","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Craurococcus-Caldovatus","unclassified_Craurococcus-Caldovatus"
"ASV3334","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Geminicoccus","unclassified_Geminicoccus"
"ASV3335","Bacteria","Firmicutes","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium","unclassified_Exiguobacterium"
"ASV3336","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Promicromonosporaceae","Promicromonospora","unclassified_Promicromonospora"
"ASV3337","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","unclassified_Micrococcaceae","unclassified_Micrococcaceae"
"ASV3338","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","unclassified_Chryseobacterium"
"ASV3339","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","unclassified_Acetobacteraceae","unclassified_Acetobacteraceae"
"ASV3340","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","unclassified_Comamonadaceae","unclassified_Comamonadaceae"
"ASV3341","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","unclassified_Pseudonocardiaceae","unclassified_Pseudonocardiaceae"
"ASV3342","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","unclassified_Micrococcales","unclassified_Micrococcales","unclassified_Micrococcales"
"ASV3343","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Cnuella","unclassified_Cnuella"
"ASV3344","Bacteria","Proteobacteria","Gammaproteobacteria","unclassified_Gammaproteobacteria","unclassified_Gammaproteobacteria","unclassified_Gammaproteobacteria","unclassified_Gammaproteobacteria"
"ASV3345","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","unclassified_Brevibacterium"
"ASV3346","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","unclassified_Bacillaceae","unclassified_Bacillaceae"
"ASV3347","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","unclassified_Luteimonas"
"ASV3348","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","unclassified_Acinetobacter"
"ASV3349","Bacteria","Proteobacteria","Gammaproteobacteria","unclassified_Gammaproteobacteria","unclassified_Gammaproteobacteria","unclassified_Gammaproteobacteria","unclassified_Gammaproteobacteria"
"ASV3350","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Arcticibacter","unclassified_Arcticibacter"
"ASV3351","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","unclassified_Spirochaetaceae","unclassified_Spirochaetaceae"
"ASV3352","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3353","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","unclassified_Blastococcus"
"ASV3354","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","unclassified_Flavisolibacter"
"ASV3355","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","unclassified_Lachnospiraceae","unclassified_Lachnospiraceae"
"ASV3356","Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group","unclassified_Clostridia vadinBB60 group","unclassified_Clostridia vadinBB60 group","unclassified_Clostridia vadinBB60 group"
"ASV3357","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","unclassified_Subgroup 10"
"ASV3358","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","unclassified_Bacteroidales","unclassified_Bacteroidales","unclassified_Bacteroidales"
"ASV3359","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","unclassified_Alcaligenaceae","unclassified_Alcaligenaceae"
"ASV3360","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","unclassified_Mucilaginibacter"
"ASV3361","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","unclassified_Lachnospiraceae","unclassified_Lachnospiraceae"
"ASV3362","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29 marine group","unclassified_CL500-29 marine group"
"ASV3363","Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","unclassified_Rubrobacter"
"ASV3364","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","JCM 18997","unclassified_JCM 18997"
"ASV3365","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3366","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","unclassified_Pseudonocardia"
"ASV3367","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosospira","unclassified_Nitrosospira"
"ASV3368","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","unclassified_Chitinophagaceae","unclassified_Chitinophagaceae"
"ASV3369","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","unclassified_Gemmatimonadaceae","unclassified_Gemmatimonadaceae"
"ASV3370","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter","unclassified_Adhaeribacter"
"ASV3371","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3372","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","unclassified_Lachnospiraceae","unclassified_Lachnospiraceae"
"ASV3373","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","unclassified_Paenibacillaceae","unclassified_Paenibacillaceae"
"ASV3374","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","unclassified_Lachnospiraceae","unclassified_Lachnospiraceae"
"ASV3375","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","unclassified_Bacteroidales","unclassified_Bacteroidales","unclassified_Bacteroidales"
"ASV3376","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Candidatus Soleaferrea","unclassified_Candidatus Soleaferrea"
"ASV3377","Bacteria","Firmicutes","Clostridia","unclassified_Clostridia","unclassified_Clostridia","unclassified_Clostridia","unclassified_Clostridia"
"ASV3378","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter","unclassified_Roseisolibacter"
"ASV3379","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Parviterribacter","unclassified_Parviterribacter"
"ASV3380","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3381","Bacteria","Acidobacteriota","Holophagae","Subgroup 7","unclassified_Subgroup 7","unclassified_Subgroup 7","unclassified_Subgroup 7"
"ASV3382","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","unclassified_Lachnospiraceae","unclassified_Lachnospiraceae"
"ASV3383","Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","unclassified_Rubrobacter"
"ASV3384","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","unclassified_Oscillospiraceae","unclassified_Oscillospiraceae"
"ASV3385","Bacteria","Firmicutes","Clostridia","Oscillospirales","unclassified_Oscillospirales","unclassified_Oscillospirales","unclassified_Oscillospirales"
"ASV3386","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","unclassified_Comamonadaceae","unclassified_Comamonadaceae"
"ASV3387","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","unclassified_Streptomycetaceae","unclassified_Streptomycetaceae"
"ASV3388","Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010","unclassified_UCG-010","unclassified_UCG-010"
"ASV3389","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","unclassified_Chitinophagaceae","unclassified_Chitinophagaceae"
"ASV3390","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3391","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","unclassified_Deinococcus"
"ASV3392","Bacteria","Acidobacteriota","Blastocatellia","unclassified_Blastocatellia","unclassified_Blastocatellia","unclassified_Blastocatellia","unclassified_Blastocatellia"
"ASV3393","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","unclassified_Streptococcaceae","unclassified_Streptococcaceae"
"ASV3394","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","unclassified_Enterococcaceae","unclassified_Enterococcaceae"
"ASV3395","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","unclassified_Chloroplast","unclassified_Chloroplast","unclassified_Chloroplast"
"ASV3396","Bacteria","Firmicutes","Bacilli","Lactobacillales","unclassified_Lactobacillales","unclassified_Lactobacillales","unclassified_Lactobacillales"
"ASV3397","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","unclassified_Mitochondria","unclassified_Mitochondria"
"ASV3398","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","unclassified_Hymenobacter"
"ASV3399","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3400","Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","unclassified_Deinococcus"
"ASV3401","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","unclassified_Pseudomonadaceae","unclassified_Pseudomonadaceae"
"ASV3402","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","unclassified_Bdellovibrio"
"ASV3403","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","unclassified_Propionibacteriales","unclassified_Propionibacteriales","unclassified_Propionibacteriales"
"ASV3404","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"ASV3405","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3406","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium","unclassified_Acidiphilium"
"ASV3407","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Belnapia","unclassified_Belnapia"
"ASV3408","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3409","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","unclassified_Nocardioides"
"ASV3410","Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineococcus","unclassified_Kineococcus"
"ASV3411","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","unclassified_Mucilaginibacter"
"ASV3412","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","unclassified_Noviherbaspirillum"
"ASV3413","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"ASV3414","Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineococcus","unclassified_Kineococcus"
"ASV3415","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3416","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Fimbriimonas","unclassified_Fimbriimonas"
"ASV3417","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","unclassified_Oxalobacteraceae","unclassified_Oxalobacteraceae"
"ASV3418","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","unclassified_Comamonadaceae","unclassified_Comamonadaceae"
"ASV3419","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus","unclassified_Amaricoccus"
"ASV3420","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","unclassified_Lactobacillus"
"ASV3421","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter","unclassified_Segetibacter"
"ASV3422","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","unclassified_Solirubrobacteraceae","unclassified_Solirubrobacteraceae"
"ASV3423","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3424","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"ASV3425","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","unclassified_Lysobacter"
"ASV3426","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","unclassified_Sphingobacteriaceae","unclassified_Sphingobacteriaceae"
"ASV3427","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","unclassified_Halomonadaceae","unclassified_Halomonadaceae"
"ASV3428","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3429","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","unclassified_Lysobacter"
"ASV3430","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","unclassified_Burkholderiales","unclassified_Burkholderiales","unclassified_Burkholderiales"
"ASV3431","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"ASV3432","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"ASV3433","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"ASV3434","Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","unclassified_Kineosporiaceae","unclassified_Kineosporiaceae"
"ASV3435","Bacteria","Actinobacteriota","Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria"
"ASV3436","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","unclassified_Solirubrobacterales","unclassified_Solirubrobacterales","unclassified_Solirubrobacterales"
"ASV3437","Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","unclassified_Kineosporiaceae","unclassified_Kineosporiaceae"
"ASV3438","Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria","unclassified_Bacteria"
"ASV3439","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","unclassified_Oxalobacteraceae","unclassified_Oxalobacteraceae"
"ASV3440","Bacteria","Actinobacteriota","Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria","unclassified_Actinobacteria"
"ASV3441","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia","unclassified_Pseudonocardia"
"ASV3442","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter","unclassified_Roseisolibacter"
"ASV3443","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","unclassified_Geodermatophilaceae","unclassified_Geodermatophilaceae"
"ASV3444","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"ASV3445","Bacteria","Proteobacteria","Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria","unclassified_Alphaproteobacteria"
"ASV3446","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","unclassified_Micrococcales","unclassified_Micrococcales","unclassified_Micrococcales"
"ASV3447","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","unclassified_Burkholderiales","unclassified_Burkholderiales","unclassified_Burkholderiales"
